"23997","# doc = Pro_zhivotnyh.2.txt","","","","","","","","","","","","","","","",""
"23998","# speaker = Я","","","","","","","","","","","","","","","",""
"23999","","Расскажи","РАССКАЗАТЬ","V pf - sg imper - 2p","","","   _Расскажи_ мне что-нибудь про","и","ж","а","к","с","с","V","РАССКАЗАТЬ","V pf - sg imper - 2p","Ь"
"24022","","наших","НАШ","APRO - acc pl plen - -","","","  Про _наших_ домашних животных .","х","и","ш","а","н","","APRO","НАШ","A - gen pl plen - -","Ш"
"24023","","домашних","ДОМАШНИЙ","A - acc pl plen - -","",""," Про наших _домашних_ животных . ","х","и","н","ш","а","м","A","ДОМАШНИЙ","A - gen pl plen - -","Й"
"24024","","животных","ЖИВОТНОЕ","S n anim acc pl","","","Про наших домашних _животных_ .  ","х","ы","н","т","о","в","S","ЖИВОТНОЕ","S n anim gen pl","Е"
"24025","",".",".","PUNCT","","","","","","","","","","PUNCT","","",""
"24026","","","","","","","","","","","","","","","","",""
"24027","# sent = 1701","","","","","","","","","","","","","","","",""
"24028","","Я","Я","SPRO sg 1p - nom","","",".   _Я_ : Да .","я","","","","","","SPRO","Я","SPRO sg 1p - nom","Я"
"24029","",":",":","PUNCT","","","","","","","","","","PUNCT","","",""
"24030","","Да","ДА","PART","",""," Я : _Да_ .  ","а","д","","","","","PART","ДА","PART","А"
"24031","",".",".","PUNCT","","","","","","","","","","PUNCT","","",""
"24032","","","","","","","","","","","","","","","","",""
"24033","# sent = 1702","","","","","","","","","","","","","","","",""
"24034","# speaker = Маша","","","","","","","","","","","","","","","",""
"24035","# sent = 1703","","","","","","","","","","","","","","","",""
"24036","","Хорошо","ХОРОШО","ADV -","","","   _Хорошо_ .  ","о","ш","о","р","о","х","ADV","ХОРОШО","ADV -","О"
"24037","",".",".","PUNCT","","","","","","","","","","PUNCT","","",""
"24038","","","","","","","","","","","","","","","","",""
"24039","# sent = 1704","","","","","","","","","","","","","","","",""
"24040","","Эмм","ЭММ","INTJ ","","",".   _Эмм_ , у нас","м","м","э","","","","S","ЭММА","S f anim acc pl","А"
"24041","",",",",","PUNCT","","","","","","","","","","PUNCT","","",""
"24042","","у","У","PR","",""," Эмм , _у_ нас есть кошка","у","","","","","","PR","У","PR","У"
"24043","","нас","МЫ","SPRO pl 1p - gen","","","Эмм , у _нас_ есть кошка ,","с","а","н","","","","SPRO","МЫ","SPRO pl 1p - loc","Ы"
"24044","","есть","БЫТЬ","V ipf praes pl indic - 3p","","",", у нас _есть_ кошка , две","ь","т","с","е","","","V","БЫТЬ","V ipf praes sg indic - 3p","Ь"
"24045","","кошка","КОШКА","S f anim nom sg","","","у нас есть _кошка_ , две собаки","а","к","ш","о","к","","S","КОШКА","S f anim nom sg","А"
"24046","",",",",","PUNCT","","","","","","","","","","PUNCT","","",""
"24047","","две","ДВА","NUM nom f -","","","есть кошка , _две_ собаки , и","е","в","д","","","","NUM","ДВА","NUM nom f -","А"
"24048","","собаки","СОБАКА","S f anim nom pl","","","кошка , две _собаки_ , и у","и","к","а","б","о","с","S","СОБАКА","S f anim gen sg","А"
"24049","",",",",","PUNCT","","","","","","","","","","PUNCT","","",""
"24050","","и","И","CONJ","","","две собаки , _и_ у меня есть","и","","","","","","CONJ","И","CONJ","И"
"24051","","у","У","PR","","","собаки , и _у_ меня есть еще","у","","","","","","PR","У","PR","У"
"24052","","меня","Я","SPRO sg 1p - gen","","",", и у _меня_ есть еще две","я","н","е","м","","","SPRO","Я","SPRO sg 1p - acc","Я"
"24053","","есть","БЫТЬ","V ipf praes sg indic - 3p","","","и у меня _есть_ еще две лошади","ь","т","с","е","","","V","БЫТЬ","V ipf praes sg indic - 3p","Ь"
"24054","","еще","ЕЩЕ","ADV -","","","у меня есть _еще_ две лошади .","е","щ","е","","","","ADV","ЕЩЕ","ADV -","Е"
"24055","","две","ДВА","NUM nom f -","","","меня есть еще _две_ лошади . ","е","в","д","","","","NUM","ДВА","NUM nom f -","А"
"24056","","лошади","ЛОШАДЬ","S f anim nom pl","","","есть еще две _лошади_ .  ","и","д","а","ш","о","л","S","ЛОШАДЬ","S f anim gen sg","Ь"
"24057","",".",".","PUNCT","","","","","","","","","","PUNCT","","",""
"24058","","","","","","","","","","","","","","","","",""
"24059","# sent = 1705","","","","","","","","","","","","","","","",""
"24060","","В","В","PR","","",".   _В_ принципе , все","в","","","","","","PR","В","PR","В"
"24061","","принципе","ПРИНЦИП","S m inan loc sg","","","  В _принципе_ , все животные","е","п","и","ц","н","и","S","ПРИНЦИП","S m inan loc sg","П"
"24062","",",",",","PUNCT","","","","","","","","","","PUNCT","","",""
"24063","","все","ВЕСЬ","APRO - nom pl plen - -","","","В принципе , _все_ животные попадали к","е","с","в","","","","APRO","ВЕСЬ","A - nom pl plen - -","Ь"
"24064","","животные","ЖИВОТНОЕ","S - nom pl  - anim","","","принципе , все _животные_ попадали к нам","е","ы","н","т","о","в","A","ЖИВОТНЫЙ","A - acc pl plen - inan","Й"
"24065","","попадали","ПОПАДАТЬ","V ipf praet pl indic - -","","",", все животные _попадали_ к нам ,","и","л","а","д","а","п","V","ПОПАДАТЬ","V ipf praet pl indic - -","Ь"
"24066","","к","К","PR","","","все животные попадали _к_ нам , скажем","к","","","","","","PR","К","PR","К"
"24067","","нам","МЫ","SPRO pl 1p - dat","","","животные попадали к _нам_ , скажем ,","м","а","н","","","","SPRO","МЫ","SPRO pl 1p - dat","Ы"
"24068","",",",",","PUNCT","","","","","","","","","","PUNCT","","",""
"24069","","скажем","СКАЗАТЬ","PARENTH ","","","к нам , _скажем_ , не просто","м","е","ж","а","к","с","V","СКАЗАТЬ","V pf - pl imper - 1p","Ь"
"24070","",",",",","PUNCT","","","","","","","","","","PUNCT","","",""
"24071","","не","НЕ","PART","","",", скажем , _не_ просто так ,","е","н","","","","","PART","НЕ","PART","Е"
"24072","","просто","ПРОСТО","PART","","","скажем , не _просто_ так , у","о","т","с","о","р","п","PART","ПРОСТО","PART","О"
"24073","","так","ТАК","ADVPRO -","","",", не просто _так_ , у всех","к","а","т","","","","ADV","ТАК","ADV -","К"
"24074","",",",",","PUNCT","","","","","","","","","","PUNCT","","",""
"24075","","у","У","PR","","","просто так , _у_ всех есть какая-то","у","","","","","","PR","У","PR","У"
"24076","","всех","ВСЕ","S - - gen pl","","","так , у _всех_ есть какая-то своя","х","е","с","в","","","S","ВСЕ","S - - gen pl","Е"
"24077","","есть","БЫТЬ","V ipf praes sg indic - 3p","","",", у всех _есть_ какая-то своя история","ь","т","с","е","","","V","БЫТЬ","V ipf praes sg indic - 3p","Ь"
"24078","","какая-то","КАКОЙ-ТО","APRO - nom sg plen f -","","","у всех есть _какая-то_ своя история .","о","т","-","я","а","к","APRO","КАКОЙ-ТО","A - nom sg plen f -","О"
"24079","","своя","СВОЙ","APRO - nom sg plen f -","","","всех есть какая-то _своя_ история . ","я","о","в","с","","","APRO","СВОЙ","A - nom sg plen f -","Й"
"24080","","история","ИСТОРИЯ","S f inan nom sg","","","есть какая-то своя _история_ .  ","я","и","р","о","т","с","S","ИСТОРИЯ","S f inan nom sg","Я"
"24081","",".",".","PUNCT","","","","","","","","","","PUNCT","","",""
"24082","","","","","","","","","","","","","","","","",""
"24083","# sent = 1706","","","","","","","","","","","","","","","",""
"24084","","Ммм","МММ","INTJ","","",".   _Ммм_ , начнем ,","м","м","м","","","","S","МММ","S n inan loc sg","М"
"24085","",",",",","PUNCT","","","","","","","","","","PUNCT","","",""
"24086","","начнем","НАЧАТЬ","V pf - pl imper - 1p","",""," Ммм , _начнем_ , пожалуй ,","м","е","н","ч","а","н","V","НАЧАТЬ","V pf - pl imper - 1p","Ь"
"24087","",",",",","PUNCT","","","","","","","","","","PUNCT","","",""
"24088","","пожалуй","ПОЖАЛУЙ","PARENTH ","","",", начнем , _пожалуй_ , с собак","й","у","л","а","ж","о","PART","ПОЖАЛУЙ","PART","Й"
"24089","",",",",","PUNCT","","","","","","","","","","PUNCT","","",""
"24090","","с","С","PR","","",", пожалуй , _с_ собак . ","с","","","","","","PR","С","PR","С"
"24091","","собак","СОБАКА","S f anim gen pl","","","пожалуй , с _собак_ .  ","к","а","б","о","с","","S","СОБАКА","S f anim gen pl","А"
"24092","",".",".","PUNCT","","","","","","","","","","PUNCT","","",""
"24093","","","","","","","","","","","","","","","","",""
"24094","# sent = 1707","","","","","","","","","","","","","","","",""
"24095","","Эээ","ЭЭЭ","INTJ","","",".   _Эээ_ собака Ляля и","э","э","э","","","","NONLEX","ЭЭЭ","NONLEX","Э"
"24096","","собака","СОБАКА","S f anim nom sg","","","  Эээ _собака_ Ляля и собака","а","к","а","б","о","с","S","СОБАКА","S f anim nom sg","А"
"24097","","Ляля","ЛЯЛЯ","S f anim nom sg zoon ","",""," Эээ собака _Ляля_ и собака Барни","я","л","я","л","","","S","ЛЯЛЯ","S f anim nom sg","Я"
"24098","","и","И","CONJ","","","Эээ собака Ляля _и_ собака Барни ,","и","","","","","","CONJ","И","CONJ","И"
"24099","","собака","СОБАКА","S f anim nom sg","","","собака Ляля и _собака_ Барни , мать","а","к","а","б","о","с","S","СОБАКА","S f anim nom sg","А"
"24100","","Барни","БАРНИ","S m anim nom sg zoon","","","Ляля и собака _Барни_ , мать и","и","н","р","а","б","","S","БАРНИ","S m anim nonflex -","И"
"24101","",",",",","PUNCT","","","","","","","","","","PUNCT","","",""
"24102","","мать","МАТЬ","S f anim nom sg","","","собака Барни , _мать_ и сын .","ь","т","а","м","","","S","МАТЬ","S f anim nom sg","Ь"
"24103","","и","И","CONJ","","","Барни , мать _и_ сын . ","и","","","","","","CONJ","И","CONJ","И"
"24104","","сын","СЫН","S m anim nom sg","","",", мать и _сын_ .  ","н","ы","с","","","","S","СЫН","S m anim nom sg","Н"
"24105","",".",".","PUNCT","","","","","","","","","","PUNCT","","",""
"24106","","","","","","","","","","","","","","","","",""
"24107","# sent = 1708","","","","","","","","","","","","","","","",""
"24108","","Эмм","ЭММ","INTJ ","","",".   _Эмм_ .  ","м","м","э","","","","S","ЭММА","S m anim nom sg","М"
"24109","",".",".","PUNCT","","","","","","","","","","PUNCT","","",""
"24110","","","","","","","","","","","","","","","","",""
"24111","# sent = 1709","","","","","","","","","","","","","","","",""
"24112","","История","ИСТОРИЯ","S f inan nom sg","","",".   _История_ про Лялю первая","я","и","р","о","т","с","S","ИСТОРИЯ","S f inan nom sg","Я"
"24113","","про","ПРО","PR","","","  История _про_ Лялю первая .","о","р","п","","","","PR","ПРО","PR","О"
"24114","","Лялю","ЛЯЛЯ","S f anim acc sg zoon","",""," История про _Лялю_ первая . ","ю","л","я","л","","","S","ЛЯЛЯ","S f inan acc sg","Я"
"24115","","первая","ПЕРВЫЙ","ANUM - nom sg plen f -","","","История про Лялю _первая_ .  ","я","а","в","р","е","п","A","ПЕРВЫЙ","A - nom sg plen f -","Й"
"24116","",".",".","PUNCT","","","","","","","","","","PUNCT","","",""
"24117","","","","","","","","","","","","","","","","",""
"24118","# sent = 1710","","","","","","","","","","","","","","","",""
"24119","","Она","ОНА","SPRO sg 3p f nom","","",".   _Она_ появилась на нашей","а","н","о","","","","SPRO","ОНА","SPRO sg 3p f nom","А"
"24120","","появилась","ПОЯВИТЬСЯ","V pf praet sg indic f -","","","  Она _появилась_ на нашей улице","ь","с","а","л","и","в","V","ПОЯВИТЬСЯ","V pf praet sg indic f -","Я"
"24121","","на","НА","PR","",""," Она появилась _на_ нашей улице (","а","н","","","","","PR","НА","PR","А"
"24122","","нашей","НАШ","APRO - loc sg plen f -","","","Она появилась на _нашей_ улице ( мы","й","е","ш","а","н","","APRO","НАШ","A - loc sg plen f -","Ш"
"24123","","улице","УЛИЦА","S f inan loc sg","","","появилась на нашей _улице_ ( мы живем","е","ц","и","л","у","","S","УЛИЦА","S f inan loc sg","А"
"24124","","(","(","PUNCT","","","","","","","","","","PUNCT","","",""
"24125","","мы","МЫ","SPRO pl 1p - nom","","","нашей улице ( _мы_ живем в коттеджном","ы","м","","","","","SPRO","МЫ","SPRO pl 1p - nom","Ы"
"24126","","живем","ЖИТЬ","V ipf praes pl indic - 1p","","","улице ( мы _живем_ в коттеджном поселке","м","е","в","и","ж","","V","ЖИТЬ","V ipf praes pl indic - 1p","Ь"
"24127","","в","В","PR","","","( мы живем _в_ коттеджном поселке )","в","","","","","","PR","В","PR","В"
"24128","","коттеджном","КОТТЕДЖНЫЙ","A - loc sg plen m -","","","мы живем в _коттеджном_ поселке ) достаточно","м","о","н","ж","д","е","A","КОТТЕДЖНЫЙ","A - gen sg plen m -","Й"
"24129","","поселке","ПОСЕЛОК","S m inan loc sg","","","живем в коттеджном _поселке_ ) достаточно давно","е","к","л","е","с","о","S","ПОСЕЛОК","S m inan loc sg","К"
"24130","",")",")","PUNCT","","","","","","","","","","PUNCT","","",""
"24131","","достаточно","ДОСТАТОЧНО","ADV -","","","коттеджном поселке ) _достаточно_ давно , лет","о","н","ч","о","т","а","ADV","ДОСТАТОЧНО","ADV -","О"
"24132","","давно","ДАВНО","ADV -","","","поселке ) достаточно _давно_ , лет ,","о","н","в","а","д","","ADV","ДАВНО","ADV -","О"
"24133","",",",",","PUNCT","","","","","","","","","","PUNCT","","",""
"24134","","лет","ГОД","S m inan gen pl","","","достаточно давно , _лет_ , наверное ,","т","е","л","","","","S","ГОД","S m inan gen pl","Д"
"24135","",",",",","PUNCT","","","","","","","","","","PUNCT","","",""
"24136","","наверное","НАВЕРНОЕ","PARENTH -","","",", лет , _наверное_ , пять -","е","о","н","р","е","в","ADV","НАВЕРНОЕ","ADV -","Е"
"24137","",",",",","PUNCT","","","","","","","","","","PUNCT","","",""
"24138","","пять","ПЯТЬ","NUM gen - -","","",", наверное , _пять_ - шесть назад","ь","т","я","п","","","NUM","ПЯТЬ","NUM acc - -","Ь"
"24139","","-","-","PUNCT","","","","","","","","","","PUNCT","","",""
"24140","","шесть","ШЕСТЬ","NUM gen - -","","",", пять - _шесть_ назад , ее","ь","т","с","е","ш","","NUM","ШЕСТЬ","NUM acc - -","Ь"
"24141","","назад","НАЗАД","ADV -","","","пять - шесть _назад_ , ее привез","д","а","з","а","н","","ADV","НАЗАД","ADV -","Д"
"24142","",",",",","PUNCT","","","","","","","","","","PUNCT","","",""
"24143","","ее","ОНА","SPRO sg 3p f acc","","","шесть назад , _ее_ привез какой-то рабочий","е","е","","","","","SPRO","ОНА","SPRO sg 3p f acc","А"
"24144","","привез","ПРИВЕЗТИ","V pf praet sg indic m -","","","назад , ее _привез_ какой-то рабочий ,","з","е","в","и","р","п","V","ПРИВЕЗТИ","V pf praet sg indic m -","И"
"24145","","какой-то","КАКОЙ-ТО","APRO - nom sg plen m -","","",", ее привез _какой-то_ рабочий , который","о","т","-","й","о","к","APRO","КАКОЙ-ТО","A - nom sg plen m -","О"
"24146","","рабочий","РАБОЧИЙ","S m anim nom sg","","","ее привез какой-то _рабочий_ , который ремонтировал","й","и","ч","о","б","а","S","РАБОЧИЙ","S m anim nom sg","Й"
"24147","",",",",","PUNCT","","","","","","","","","","PUNCT","","",""
"24148","","который","КОТОРЫЙ","APRO - nom sg plen m -","","","какой-то рабочий , _который_ ремонтировал что-то в","й","ы","р","о","т","о","APRO","КОТОРЫЙ","A - nom sg plen m -","Й"
"24149","","ремонтировал","РЕМОНТИРОВАТЬ","V pf praet sg indic m -","","","рабочий , который _ремонтировал_ что-то в местном","л","а","в","о","р","и","V","РЕМОНТИРОВАТЬ","V pf praet sg indic m -","Ь"
"24150","","что-то","ЧТО-ТО","SPRO n inan acc sg","","",", который ремонтировал _что-то_ в местном магазине","о","т","-","о","т","ч","SPRO","ЧТО-ТО","S n - acc sg","О"
"24151","","в","В","PR","","","который ремонтировал что-то _в_ местном магазине ,","в","","","","","","PR","В","PR","В"
"24152","","местном","МЕСТНЫЙ","A - loc sg plen m -","","","ремонтировал что-то в _местном_ магазине , потом","м","о","н","т","с","е","A","МЕСТНЫЙ","A - loc sg plen m -","Й"
"24153","","магазине","МАГАЗИН","S m inan loc sg","","","что-то в местном _магазине_ , потом уехал","е","н","и","з","а","г","S","МАГАЗИН","S m inan loc sg","Н"
"24154","",",",",","PUNCT","","","","","","","","","","PUNCT","","",""
"24155","","потом","ПОТОМ","ADVPRO -","","","местном магазине , _потом_ уехал и собаку","м","о","т","о","п","","ADV","ПОТОМ","ADV -","М"
"24156","","уехал","УЕХАТЬ","V pf praet sg indic m -","","","магазине , потом _уехал_ и собаку бросил","л","а","х","е","у","","V","УЕХАТЬ","V pf praet sg indic m -","Ь"
"24157","","и","И","CONJ","","",", потом уехал _и_ собаку бросил .","и","","","","","","CONJ","И","CONJ","И"
"24158","","собаку","СОБАКА","S f anim acc sg","","","потом уехал и _собаку_ бросил . ","у","к","а","б","о","с","S","СОБАКА","S f anim acc sg","А"
"24159","","бросил","БРОСИТЬ","V pf praet sg indic m -","","","уехал и собаку _бросил_ .  ","л","и","с","о","р","б","V","БРОСИТЬ","V pf praet sg indic m -","Ь"
"24160","",".",".","PUNCT","","","","","","","","","","PUNCT","","",""
"24161","","","","","","","","","","","","","","","","",""
"24162","# sent = 1711","","","","","","","","","","","","","","","",""
"24163","","Некоторое","НЕКОТОРЫЙ","APRO - acc sg plen n inan","","",".   _Некоторое_ время она жила","е","о","р","о","т","о","APRO","НЕКОТОРЫЙ","A - acc sg plen n inan","Й"
"24164","","время","ВРЕМЯ","S n inan acc sg","","","  Некоторое _время_ она жила без","я","м","е","р","в","","S","ВРЕМЯ","S n inan acc sg","Я"
"24165","","она","ОНА","SPRO sg 3p f nom","",""," Некоторое время _она_ жила без хозяев","а","н","о","","","","SPRO","ОНА","SPRO sg 3p f nom","А"
"24166","","жила","ЖИТЬ","V ipf praet sg indic f -","","","Некоторое время она _жила_ без хозяев ,","а","л","и","ж","","","V","ЖИТЬ","V ipf praet sg indic f -","Ь"
"24167","","без","БЕЗ","PR","","","время она жила _без_ хозяев , а","з","е","б","","","","PR","БЕЗ","PR","З"
"24168","","хозяев","ХОЗЯИН","S m anim gen pl","","","она жила без _хозяев_ , а потом","в","е","я","з","о","х","S","ХОЗЯИН","S m anim gen pl","Н"
"24169","",",",",","PUNCT","","","","","","","","","","PUNCT","","",""
"24170","","а","А","CONJ","","","без хозяев , _а_ потом , в","а","","","","","","CONJ","А","CONJ","А"
"24171","","потом","ПОТОМ","ADVPRO -","","","хозяев , а _потом_ , в один","м","о","т","о","п","","ADV","ПОТОМ","ADV -","М"
"24172","",",",",","PUNCT","","","","","","","","","","PUNCT","","",""
"24173","","в","В","PR","","","а потом , _в_ один прекрасный ,","в","","","","","","PR","В","PR","В"
"24174","","один","ОДИН","APRO - acc sg m inan","","","потом , в _один_ прекрасный , кажется","н","и","д","о","","","ANUM","ОДИН","A - acc sg plen m inan","Н"
"24175","","прекрасный","ПРЕКРАСНЫЙ","A - acc sg plen m inan","","",", в один _прекрасный_ , кажется ,","й","ы","н","с","а","р","A","ПРЕКРАСНЫЙ","A - acc sg plen m inan","Й"
"24176","",",",",","PUNCT","","","","","","","","","","PUNCT","","",""
"24177","","кажется","КАЗАТЬСЯ","V ipf praes sg indic - 3p","","","один прекрасный , _кажется_ , ноябрьский день","я","с","т","е","ж","а","V","КАЗАТЬСЯ","V ipf praes sg indic - 3p","Я"
"24178","",",",",","PUNCT","","","","","","","","","","PUNCT","","",""
"24179","","ноябрьский","НОЯБРЬСКИЙ","A - acc sg plen m inan","","",", кажется , _ноябрьский_ день к нам","й","и","к","с","ь","р","A","НОЯБРЬСКИЙ","A - acc sg plen m inan","Й"
"24180","","день","ДЕНЬ","S m inan nom sg","","","кажется , ноябрьский _день_ к нам прибежала","ь","н","е","д","","","S","ДЕНЬ","S m inan acc sg","Ь"
"24181","","к","К","PR","","",", ноябрьский день _к_ нам прибежала подружка","к","","","","","","PR","К","PR","К"
"24182","","нам","МЫ","SPRO pl 1p - dat","","","ноябрьский день к _нам_ прибежала подружка с","м","а","н","","","","SPRO","МЫ","SPRO pl 1p - dat","Ы"
"24183","","прибежала","ПРИБЕЖАТЬ","V pf praet sg indic f -","","","день к нам _прибежала_ подружка с соседней","а","л","а","ж","е","б","V","ПРИБЕЖАТЬ","V pf praet sg indic f -","Ь"
"24184","","подружка","ПОДРУЖКА","S f anim nom sg","","","к нам прибежала _подружка_ с соседней улицы","а","к","ж","у","р","д","S","ПОДРУЖКА","S f anim nom sg","А"
"24185","","с","С","PR","","","нам прибежала подружка _с_ соседней улицы и","с","","","","","","PR","С","PR","С"
"24186","","соседней","СОСЕДНИЙ","A - gen sg plen f -","","","прибежала подружка с _соседней_ улицы и сказала","й","е","н","д","е","с","A","СОСЕДНИЙ","A - gen sg plen f -","Й"
"24187","","улицы","УЛИЦА","S f inan gen sg","","","подружка с соседней _улицы_ и сказала ,","ы","ц","и","л","у","","S","УЛИЦА","S f inan gen sg","А"
"24188","","и","И","CONJ","","","с соседней улицы _и_ сказала , что","и","","","","","","CONJ","И","CONJ","И"
"24189","","сказала","СКАЗАТЬ","V pf praet sg indic f -","","","соседней улицы и _сказала_ , что там","а","л","а","з","а","к","V","СКАЗАТЬ","V pf praet sg indic f -","Ь"
"24190","",",",",","PUNCT","","","","","","","","","","PUNCT","","",""
"24191","","что","ЧТО","CONJ","","","и сказала , _что_ там на улице","о","т","ч","","","","CONJ","ЧТО","CONJ","О"
"24192","","там","ТАМ","ADVPRO - ","","","сказала , что _там_ на улице Ляля","м","а","т","","","","ADV","ТАМ","ADV -","М"
"24193","","на","НА","PR","","",", что там _на_ улице Ляля ,","а","н","","","","","PR","НА","PR","А"
"24194","","улице","УЛИЦА","S f inan loc sg","","","что там на _улице_ Ляля , лежит","е","ц","и","л","у","","S","УЛИЦА","S f inan loc sg","А"
"24195","","Ляля","ЛЯЛЯ","S f anim nom sg zoon ","","","там на улице _Ляля_ , лежит вся","я","л","я","л","","","S","ЛЯЛЯ","S f anim nom sg","Я"
"24196","",",",",","PUNCT","","","","","","","","","","PUNCT","","",""
"24197","","лежит","ЛЕЖАТЬ","V ipf praes sg indic - 3p","","","улице Ляля , _лежит_ вся в крови","т","и","ж","е","л","","V","ЛЕЖАТЬ","V ipf praes sg indic - 3p","Ь"
"24198","","вся","ВЕСЬ","APRO - nom sg plen f -","","","Ляля , лежит _вся_ в крови .","я","с","в","","","","APRO","ВЕСЬ","A - nom sg plen f -","Ь"
"24199","","в","В","PR","","",", лежит вся _в_ крови . ","в","","","","","","PR","В","PR","В"
"24200","","крови","КРОВЬ","S f inan loc2 sg","","","лежит вся в _крови_ .  ","и","в","о","р","к","","S","КРОВЬ","S f inan loc2 sg","Ь"
"24201","",".",".","PUNCT","","","","","","","","","","PUNCT","","",""
"24202","","","","","","","","","","","","","","","","",""
"24203","# sent = 1712","","","","","","","","","","","","","","","",""
"24204","# speaker = Маша","","","","","","","","","","","","","","","",""
"24205","# sent = 1713","","","","","","","","","","","","","","","",""
"24206","","Ну","НУ","PART","","","   _Ну_ , учитывая ,","у","н","","","","","PART","НУ","PART","У"
"24207","",",",",","PUNCT","","","","","","","","","","PUNCT","","",""
"24208","","учитывая","УЧИТЫВАТЬ","V ipf praes - ger - -","",""," Ну , _учитывая_ , что заступиться","я","а","в","ы","т","и","V","УЧИТЫВАТЬ","V ipf praes - ger - -","Ь"
"24209","",",",",","PUNCT","","","","","","","","","","PUNCT","","",""
"24210","","что","ЧТО","CONJ","","",", учитывая , _что_ заступиться за собаку","о","т","ч","","","","CONJ","ЧТО","CONJ","О"
"24211","","заступиться","ЗАСТУПИТЬСЯ","V pf - - inf - -","","","учитывая , что _заступиться_ за собаку было","я","с","ь","т","и","п","V","ЗАСТУПИТЬСЯ","V pf - - inf - -","Я"
"24212","","за","ЗА","PR","","",", что заступиться _за_ собаку было некому","а","з","","","","","PR","ЗА","PR","А"
"24213","","собаку","СОБАКА","S f anim acc sg","","","что заступиться за _собаку_ было некому ,","у","к","а","б","о","с","S","СОБАКА","S f anim acc sg","А"
"24214","","было","БЫТЬ","V ipf praet sg indic n -","","","заступиться за собаку _было_ некому , это","о","л","ы","б","","","V","БЫТЬ","V ipf praet sg indic n -","Ь"
"24215","","некому","PRAEDICPRO","PRAEDICPRO  - - dat sg","","","за собаку было _некому_ , это пришлось","у","м","о","к","е","н","S","НЕКОГО","S - - dat sg","O"
"24216","",",",",","PUNCT","","","","","","","","","","PUNCT","","",""
"24217","","это","ЭТО","SPRO n - acc sg","","","было некому , _это_ пришлось делать нам","о","т","э","","","","SPRO","ЭТО","S n - nom sg","О"
"24218","","пришлось","ПРИЙТИСЬ","V pf praet sg indic n -","","","некому , это _пришлось_ делать нам .","ь","с","о","л","ш","и","V","ПРИЙТИСЬ","V pf praet sg indic n -","Ь"
"24219","","делать","ДЕЛАТЬ","V ipf - - inf - -","","",", это пришлось _делать_ нам . ","ь","т","а","л","е","д","V","ДЕЛАТЬ","V ipf - - inf - -","Ь"
"24220","","нам","МЫ","SPRO pl 1p - dat","","","это пришлось делать _нам_ .  ","м","а","н","","","","SPRO","МЫ","SPRO pl 1p - dat","Ы"
